city,neighbourhood,property_type,accommodates,bedrooms,bathrooms,beds,review_score,reviews_count,superhost,amenity_count,cleaning_fee,month,price,suggested_price,price_delta,quality_index
London,Kensington,Entire home/apt,5,2,1,2,4.35,30,0,8,23.0,5,112.28,112.81946742792213,0.5394674279221334,2.335
New York,Brooklyn,Entire home/apt,7,1,1,2,4.74,54,1,10,12.0,9,101.56,97.79430446097258,-3.765695539027419,2.62
Paris,Le Marais,Entire home/apt,2,1,1,1,4.91,48,0,8,14.0,7,117.68,114.41591180124959,-3.2640881987504144,2.615
Paris,1st Arr.,Entire home/apt,9,2,1,3,4.89,16,0,10,15.0,3,124.09,115.15197813589731,-8.938021864102694,2.645
San Francisco,Marina,Entire home/apt,8,2,1,2,5.0,68,0,20,31.0,4,171.96,147.18984189517553,-24.770158104824475,2.9
Mumbai,Powai,Entire home/apt,7,1,1,2,4.75,38,0,10,35.0,4,83.91,79.1969999999999,-4.713000000000093,2.575
Mumbai,Colaba,Entire home/apt,6,1,1,2,5.0,82,1,16,2.0,4,56.38,50.375083333333414,-6.004916666666588,2.8699999999999997
Paris,Latin Quarter,Entire home/apt,8,2,1,2,5.0,27,1,19,2.0,1,90.95,103.16026454686799,12.21026454686799,2.9299999999999997
San Francisco,Nob Hill,Entire home/apt,5,1,1,1,4.76,86,0,17,9.0,10,152.32,121.18531078977101,-31.134689210228984,2.7199999999999998
New York,Brooklyn,Entire home/apt,5,1,2,1,4.69,41,0,13,20.0,5,122.48,108.5426649247465,-13.9373350752535,2.6050000000000004
Mumbai,Andheri,Entire home/apt,4,3,1,4,4.8,61,0,12,26.0,2,53.78,56.47000000000001,2.690000000000012,2.6399999999999997
London,Westminster,Entire home/apt,3,1,1,1,4.67,73,0,9,29.0,9,138.86,122.77793466554927,-16.082065334450746,2.515
Paris,Montmartre,Entire home/apt,6,1,1,1,4.99,0,0,5,21.0,10,96.85,103.67402284858136,6.8240228485813645,2.595
Sydney,Bondi,Entire home/apt,6,1,1,2,4.54,16,0,16,17.0,4,99.55,97.14500469241642,-2.404995307583576,2.59
San Francisco,Sunset,Entire home/apt,4,2,1,2,4.84,32,0,11,32.0,8,138.32,125.31150874332826,-13.008491256671732,2.64
New York,Bronx,Entire home/apt,9,1,1,1,5.0,113,0,11,8.0,3,94.6,104.5263435281181,9.92634352811811,2.72
Bengaluru,Indiranagar,Private room,6,1,1,2,4.24,56,0,9,21.0,7,53.1,50.48858333333338,-2.6114166666666208,2.3000000000000003
London,Kensington,Private room,2,1,1,1,4.49,132,0,10,30.0,9,80.32,84.00389286056617,3.683892860566175,2.4450000000000003
San Francisco,Marina,Private room,4,1,1,2,4.61,56,0,14,1.0,6,68.65,54.399637168482585,-14.250362831517421,2.585
Tokyo,Shibuya,Entire home/apt,7,2,1,2,5.0,120,0,12,30.0,4,154.11,139.88626890437615,-14.223731095623862,2.74
London,Camden,Private room,5,1,1,2,4.81,62,1,5,38.0,12,91.08,93.65898162586332,2.578981625863321,2.5549999999999997
New York,Brooklyn,Entire home/apt,5,2,1,2,4.56,130,0,13,26.0,8,143.07,128.16456492741736,-14.905435072582634,2.54
San Francisco,Nob Hill,Entire home/apt,2,3,1,4,5.0,62,1,9,16.0,5,140.6,136.73425719434988,-3.8657428056501146,2.73
Dubai,Downtown,Private room,4,2,1,2,4.75,168,1,18,10.0,8,62.13,57.167553087431905,-4.9624469125680974,2.7849999999999997
Sydney,Bondi,Entire home/apt,5,2,1,3,4.21,93,1,12,30.0,10,118.57,123.99431091847669,5.424310918476692,2.3949999999999996
Tokyo,Roppongi,Hotel room,5,2,1,3,4.9,73,0,13,33.0,3,112.11,110.2771666666667,-1.8328333333332978,2.71
San Francisco,Mission,Private room,1,1,1,1,4.47,65,0,21,1.0,5,58.39,54.74141870119776,-3.6485812988022417,2.655
Paris,Latin Quarter,Entire home/apt,6,3,1,4,4.29,107,0,18,19.0,1,145.79,138.38995649063736,-7.400043509362632,2.505
Tokyo,Shibuya,Entire home/apt,2,1,1,2,4.43,77,0,2,15.0,5,99.91,103.07012843337797,3.1601284333779773,2.255
Mumbai,Powai,Entire home/apt,2,3,1,3,4.29,55,0,5,1.0,10,35.31,30.847916666666677,-4.462083333333325,2.245
Bengaluru,MG Road,Entire home/apt,4,2,2,3,4.82,62,0,8,12.0,2,41.61,43.68625000000006,2.0762500000000585,2.5700000000000003
Bengaluru,HSR Layout,Entire home/apt,5,2,1,2,4.45,124,0,20,23.0,4,49.05,56.32296666666665,7.272966666666655,2.625
Paris,1st Arr.,Shared room,3,1,1,1,4.45,98,0,21,5.0,9,59.74,52.53717274467902,-7.202827255320983,2.645
Sydney,Manly,Entire home/apt,4,1,1,2,4.43,5,0,2,23.0,3,73.56,85.09776101550464,11.537761015504643,2.255
Austin,Hyde Park,Entire home/apt,9,2,1,3,4.33,72,0,2,25.0,9,77.2,89.80420833333338,12.604208333333375,2.205
Sydney,CBD,Entire home/apt,8,1,1,1,4.33,78,0,8,22.0,6,108.69,111.77452398518078,3.0845239851807804,2.325
Mumbai,Dadar,Private room,7,1,1,1,4.57,74,0,9,22.0,1,29.48,38.95083333333331,9.470833333333307,2.4650000000000003
London,Hackney,Shared room,1,1,1,1,5.0,90,0,21,33.0,9,62.38,66.49186421744326,4.111864217443262,2.92
Mumbai,Dadar,Entire home/apt,5,1,1,2,4.44,73,0,3,35.0,5,61.18,70.38458333333331,9.20458333333331,2.2800000000000002
Dubai,Marina,Hotel room,5,1,1,1,5.0,165,1,8,30.0,5,117.04,104.99335000000005,-12.046649999999957,2.71
Tokyo,Asakusa,Entire home/apt,3,2,1,2,4.6,81,0,8,1.0,10,72.51,91.89318526025616,19.383185260256155,2.46
Bengaluru,Indiranagar,Private room,6,2,1,3,4.28,92,0,12,21.0,10,39.43,46.79566666666666,7.365666666666662,2.38
Mumbai,Colaba,Private room,4,1,1,1,4.37,108,0,13,30.0,11,48.06,52.54270833333331,4.482708333333306,2.4450000000000003
Mumbai,Bandra,Entire home/apt,4,1,1,2,4.45,13,0,4,28.0,6,65.41,52.42425000000004,-12.985749999999953,2.305
Sydney,Newtown,Entire home/apt,8,2,1,3,4.43,41,0,15,4.0,11,78.43,84.12178988806299,5.691789888062985,2.5149999999999997
Mumbai,Colaba,Entire home/apt,9,2,1,2,4.66,37,0,14,34.0,7,74.19,74.71866666666664,0.5286666666666378,2.6100000000000003
Dubai,Jumeirah,Entire home/apt,5,2,1,3,4.81,33,1,13,12.0,2,96.08,92.72243076894262,-3.357569231057383,2.715
London,Greenwich,Shared room,5,1,1,2,5.0,54,1,10,11.0,8,48.56,48.79313438163318,0.23313438163317812,2.75
Sydney,CBD,Entire home/apt,9,1,2,1,4.6,7,1,19,28.0,10,104.96,117.75751426701893,12.79751426701894,2.7299999999999995
Paris,Le Marais,Private room,4,1,2,2,4.75,33,0,17,2.0,9,77.07,52.677238250869294,-24.3927617491307,2.715
Mumbai,Dadar,Entire home/apt,6,1,1,1,4.77,46,0,11,17.0,10,56.78,51.98638888888888,-4.793611111111119,2.605
San Francisco,Mission,Private room,7,1,1,1,4.67,99,0,7,1.0,8,56.83,53.12678360759732,-3.7032163924026804,2.475
Sydney,Bondi,Shared room,7,2,1,3,3.5,91,1,7,26.0,1,74.04,66.24038908580776,-7.799610914192243,1.9400000000000002
London,Hackney,Entire home/apt,6,2,1,3,4.34,17,1,13,5.0,5,93.82,87.68478096386211,-6.135219036137883,2.4799999999999995
Mumbai,Andheri,Entire home/apt,8,2,1,2,4.36,23,0,18,8.0,10,49.06,43.53583333333337,-5.5241666666666305,2.54
Mumbai,Powai,Entire home/apt,7,1,1,1,4.66,96,1,20,1.0,11,32.91,33.7925833333333,0.8825833333333009,2.78
San Francisco,SoMa,Private room,4,1,1,1,4.13,34,0,9,26.0,8,62.94,76.13277445930694,13.192774459306946,2.245
Bengaluru,Indiranagar,Entire home/apt,8,2,1,3,4.7,95,0,6,18.0,11,53.35,46.7845,-6.5655,2.47
Tokyo,Roppongi,Entire home/apt,4,2,1,3,4.74,108,1,8,16.0,10,116.64,107.86748813455596,-8.772511865444045,2.58
Tokyo,Shibuya,Entire home/apt,8,2,1,3,4.37,72,0,15,27.0,11,145.02,134.39289640151006,-10.627103598489953,2.485
Mumbai,Powai,Entire home/apt,6,2,1,2,4.81,102,0,24,35.0,9,70.75,71.13433333333337,0.38433333333337316,2.885
Sydney,Newtown,Private room,7,1,1,2,4.86,94,0,14,11.0,1,66.86,57.795377567483435,-9.064622432516565,2.71
San Francisco,SoMa,Entire home/apt,3,1,1,1,4.79,46,0,9,29.0,9,123.4,130.67490018216984,7.27490018216983,2.575
Tokyo,Asakusa,Entire home/apt,6,2,1,2,5.0,131,0,6,28.0,2,90.5,108.5910780585945,18.091078058594505,2.62
New York,Staten Island,Entire home/apt,8,2,1,3,4.64,19,1,18,3.0,11,61.98,81.75124011918449,19.77124011918449,2.7299999999999995
Sydney,Newtown,Entire home/apt,7,3,1,3,4.59,48,1,16,31.0,6,120.02,127.53882183499307,7.518821834993076,2.6649999999999996
London,Greenwich,Entire home/apt,8,3,1,3,4.02,118,0,7,3.0,6,121.9,115.41449922363027,-6.485500776369733,2.15
Bengaluru,Koramangala,Entire home/apt,6,2,1,3,4.7,75,0,6,9.0,3,28.04,39.90547222222225,11.865472222222252,2.47
London,Kensington,Entire home/apt,2,1,1,1,4.93,193,0,14,18.0,7,156.87,146.47154054556572,-10.398459454434288,2.745
Austin,Zilker,Entire home/apt,2,1,1,1,5.0,46,1,11,2.0,1,64.7,63.62949999999996,-1.0705000000000453,2.77
San Francisco,Nob Hill,Entire home/apt,4,2,2,3,5.0,59,1,14,30.0,6,175.21,150.51696635791478,-24.693033642085226,2.83
San Francisco,Nob Hill,Entire home/apt,8,1,1,2,4.36,98,1,9,32.0,12,164.15,156.05816419552664,-8.091835804473362,2.41
Bengaluru,HSR Layout,Private room,4,1,1,2,5.0,32,1,14,14.0,8,39.31,37.34216666666667,-1.9678333333333313,2.83
Mumbai,Powai,Entire home/apt,7,3,1,4,3.75,89,0,5,28.0,5,67.68,59.08133333333334,-8.598666666666666,1.975
Austin,East Austin,Private room,3,1,1,1,4.47,28,0,11,35.0,11,55.86,58.97668587662334,3.116685876623343,2.455
Sydney,Newtown,Private room,4,1,1,1,4.59,107,0,11,39.0,6,87.73,86.84231159605542,-0.8876884039445798,2.515
Austin,Hyde Park,Private room,7,2,1,2,4.18,46,0,13,13.0,9,34.83,48.206113898619634,13.376113898619636,2.3499999999999996
Bengaluru,MG Road,Private room,7,1,1,1,4.28,97,0,7,10.0,1,14.48,23.098000000000006,8.618000000000006,2.2800000000000002
London,Hackney,Entire home/apt,9,2,1,3,4.68,42,0,21,0.0,5,92.72,92.3816871204569,-0.3383128795430963,2.76
Austin,Downtown,Entire home/apt,6,2,1,3,4.17,83,1,10,7.0,1,66.95,66.66916666666658,-0.280833333333419,2.335
New York,Bronx,Shared room,7,1,1,2,4.84,94,0,7,37.0,11,61.65,77.83887953747184,16.18887953747184,2.56
Mumbai,Andheri,Entire home/apt,6,2,1,2,4.5,72,0,18,5.0,6,55.91,39.02584444444446,-16.884155555555537,2.61
Austin,Hyde Park,Private room,1,1,1,1,4.46,58,0,4,27.0,9,45.08,58.07469912044691,12.99469912044691,2.31
Sydney,Surry Hills,Entire home/apt,9,2,1,2,3.92,106,0,12,13.0,11,88.17,96.02254983457594,7.852549834575939,2.2
Paris,Latin Quarter,Entire home/apt,6,1,1,2,4.78,89,1,7,34.0,4,131.6,132.54384957912308,0.9438495791230821,2.58
San Francisco,Marina,Entire home/apt,3,2,1,3,4.67,62,0,12,28.0,11,130.23,134.2931691010733,4.063169101073299,2.575
Bengaluru,Whitefield,Private room,1,1,1,2,4.69,67,0,9,29.0,1,36.93,43.13933333333335,6.209333333333348,2.5250000000000004
Tokyo,Shinjuku,Entire home/apt,6,1,1,1,4.6,52,0,7,25.0,12,125.65,111.4899023305181,-14.1600976694819,2.44
Tokyo,Asakusa,Shared room,6,1,1,1,4.41,36,0,8,17.0,10,52.35,52.82717970825448,0.4771797082544751,2.365
Mumbai,Colaba,Entire home/apt,4,1,1,1,4.46,3,0,10,20.0,10,54.14,48.52400000000002,-5.615999999999978,2.43
London,Camden,Entire home/apt,6,2,1,3,4.2,91,0,13,5.0,7,125.59,106.35521820359658,-19.234781796403425,2.3600000000000003
Paris,Montmartre,Private room,2,1,1,2,4.74,129,0,17,35.0,5,103.33,95.4142132006168,-7.9157867993831985,2.71
Mumbai,Dadar,Entire home/apt,2,2,2,2,4.21,15,1,9,19.0,7,47.37,44.40358333333335,-2.966416666666646,2.335
Bengaluru,Whitefield,Entire home/apt,9,1,1,1,4.97,70,0,12,10.0,1,34.19,36.890233333333335,2.700233333333337,2.7249999999999996
Paris,Le Marais,Entire home/apt,4,1,1,1,4.99,69,0,16,20.0,1,104.32,119.39759025088368,15.077590250883688,2.815
Paris,1st Arr.,Entire home/apt,8,1,1,2,4.34,111,0,8,39.0,12,163.07,144.07093115812157,-18.999068841878426,2.33
Tokyo,Ginza,Entire home/apt,3,1,1,1,4.78,22,0,7,36.0,2,108.58,121.4973322371958,12.917332237195808,2.5300000000000002
Paris,Latin Quarter,Private room,5,1,1,1,4.26,69,0,10,39.0,5,92.76,85.5373341028437,-7.222665897156304,2.33
Mumbai,Powai,Entire home/apt,2,1,1,1,4.3,129,0,12,5.0,12,37.88,38.895000000000046,1.0150000000000432,2.3899999999999997
Austin,South Congress,Entire home/apt,5,2,1,3,4.74,58,0,20,9.0,3,65.53,67.06297619047615,1.5329761904761483,2.77
Dubai,Jumeirah,Private room,7,2,1,2,4.89,89,1,18,3.0,3,16.33,46.930729665884414,30.600729665884415,2.8549999999999995
London,Greenwich,Entire home/apt,3,2,2,2,5.0,49,0,10,12.0,12,111.12,108.45194820973549,-2.6680517902645136,2.7
Dubai,Deira,Entire home/apt,4,2,1,3,5.0,100,1,8,7.0,12,82.87,109.02442866398951,26.154428663989506,2.71
San Francisco,SoMa,Entire home/apt,6,1,2,2,4.65,29,0,9,28.0,9,146.5,139.29358248326162,-7.206417516738384,2.5050000000000003
London,Greenwich,Entire home/apt,9,1,1,1,5.0,59,1,6,22.0,10,109.91,115.54728106825287,5.637281068252875,2.67
Bengaluru,Koramangala,Entire home/apt,3,3,1,4,4.87,3,0,6,17.0,12,49.76,47.25516666666669,-2.504833333333309,2.555
Austin,Hyde Park,Entire home/apt,9,2,1,3,4.46,91,0,17,30.0,12,91.8,96.71188333333329,4.911883333333293,2.57
Dubai,Jumeirah,Private room,3,1,1,2,4.47,13,0,13,35.0,5,67.47,68.48522868628042,1.0152286862804232,2.495
Austin,South Congress,Entire home/apt,9,1,1,2,5.0,13,0,7,16.0,6,92.31,72.722,-19.588000000000008,2.64
London,Kensington,Entire home/apt,4,2,1,3,4.44,46,1,6,32.0,5,137.98,124.8316014250116,-13.148398574988391,2.39
Austin,Zilker,Entire home/apt,3,2,1,3,4.28,41,1,12,5.0,6,73.04,68.3590833333333,-4.680916666666704,2.4299999999999997
New York,Brooklyn,Entire home/apt,8,1,1,1,3.87,95,0,8,23.0,9,133.06,115.02581201310834,-18.034187986891666,2.095
London,Hackney,Private room,1,1,1,2,4.62,56,1,15,35.0,1,79.59,79.18445816974526,-0.405541830254748,2.6599999999999997
Bengaluru,HSR Layout,Entire home/apt,2,2,1,2,4.76,74,0,15,7.0,9,38.69,42.705972222222236,4.0159722222222385,2.6799999999999997
Paris,Le Marais,Private room,1,1,1,2,4.67,36,0,4,21.0,10,39.52,64.93872651809747,25.418726518097465,2.415
Austin,Downtown,Entire home/apt,9,1,1,1,4.17,41,0,12,14.0,7,89.6,72.8890833333333,-16.71091666666669,2.325
Sydney,Manly,Hotel room,6,1,1,1,4.23,13,0,11,25.0,10,77.74,85.43130555555544,7.691305555555445,2.3350000000000004
Dubai,Jumeirah,Entire home/apt,9,1,1,1,4.48,47,0,6,8.0,4,81.31,83.6544896174366,2.3444896174365937,2.3600000000000003
San Francisco,Marina,Entire home/apt,9,3,1,4,4.89,4,0,13,36.0,12,174.52,133.83086143466986,-40.689138565330154,2.705
Bengaluru,Koramangala,Hotel room,6,1,1,1,3.67,60,0,17,28.0,5,54.86,67.09074999999996,12.230749999999958,2.175
Austin,Hyde Park,Entire home/apt,8,2,1,2,4.22,76,0,17,37.0,7,112.36,102.99063888888891,-9.36936111111109,2.4499999999999997
Paris,1st Arr.,Entire home/apt,3,2,1,3,4.69,51,0,8,2.0,5,119.71,100.58238636609876,-19.127613633901234,2.5050000000000003
Sydney,Surry Hills,Private room,2,1,1,1,5.0,129,0,12,17.0,9,58.56,66.7881753198636,8.228175319863595,2.74
Mumbai,Bandra,Entire home/apt,2,3,1,3,5.0,81,1,14,33.0,8,66.94,69.78566666666656,2.8456666666665598,2.83
Bengaluru,Koramangala,Entire home/apt,3,1,1,2,4.42,38,0,15,10.0,12,41.53,36.01966666666665,-5.5103333333333495,2.51
New York,Bronx,Entire home/apt,8,2,1,2,4.01,137,1,13,16.0,7,111.74,114.02964452029697,2.2896445202969744,2.3149999999999995
Dubai,Marina,Entire home/apt,5,2,1,2,4.57,48,0,10,31.0,6,114.65,115.03906140418921,0.38906140418920643,2.4850000000000003
Dubai,Deira,Entire home/apt,7,1,1,2,4.73,40,0,19,12.0,4,73.78,87.5962362689845,13.816236268984497,2.745
Sydney,Newtown,Hotel room,5,2,1,3,4.42,124,0,18,22.0,11,105.44,94.02133333333333,-11.418666666666667,2.57
Dubai,Downtown,Entire home/apt,9,3,1,3,4.54,123,0,19,39.0,6,181.23,161.06508333333306,-20.164916666666926,2.65
Tokyo,Asakusa,Entire home/apt,6,2,1,3,4.63,35,0,13,5.0,5,96.3,93.73822285509077,-2.561777144909229,2.575
Paris,Montmartre,Private room,4,2,1,2,5.0,82,0,8,8.0,2,43.34,46.79083111414064,3.450831114140634,2.66
Paris,Bastille,Entire home/apt,8,1,1,2,4.41,113,0,10,22.0,10,119.48,125.3484021977576,5.8684021977575895,2.4050000000000002
New York,Staten Island,Entire home/apt,3,1,1,1,4.12,4,0,5,21.0,12,83.8,96.08323806488887,12.283238064888877,2.16
Sydney,Newtown,Private room,5,1,1,2,4.72,52,0,14,19.0,12,45.39,59.88412070869858,14.494120708698581,2.6399999999999997
New York,Manhattan,Entire home/apt,9,3,1,3,4.36,79,1,10,37.0,4,180.59,170.898228385341,-9.69177161465899,2.43
Tokyo,Ginza,Entire home/apt,9,2,1,2,4.76,23,0,7,17.0,9,130.9,111.54911048524137,-19.350889514758634,2.52
Paris,Latin Quarter,Entire home/apt,3,1,1,1,5.0,72,0,17,27.0,5,145.53,126.89218042211301,-18.637819577886987,2.84
Sydney,Newtown,Entire home/apt,9,1,2,2,4.04,154,1,10,25.0,8,117.49,119.65412387438619,2.164123874386192,2.27
Bengaluru,Koramangala,Entire home/apt,8,2,1,3,4.08,51,0,14,6.0,2,46.99,37.14325,-9.84675,2.3200000000000003
London,Camden,Entire home/apt,6,1,2,2,4.35,37,0,13,2.0,2,86.28,88.89491166130067,2.614911661300667,2.4349999999999996
New York,Manhattan,Private room,3,1,1,2,4.18,55,1,16,34.0,12,104.56,102.07408599887762,-2.4859140011223815,2.4599999999999995
Dubai,Marina,Entire home/apt,4,2,1,3,4.05,81,0,18,19.0,4,108.42,107.12238404836269,-1.2976159516373116,2.385
Mumbai,Colaba,Entire home/apt,4,2,1,2,4.48,12,0,11,10.0,5,49.31,47.0904444444445,-2.2195555555555018,2.4600000000000004
Bengaluru,Whitefield,Private room,6,1,1,2,4.86,113,0,7,28.0,12,53.72,46.36674999999998,-7.353250000000017,2.5700000000000003
Paris,1st Arr.,Entire home/apt,3,1,1,1,3.75,65,0,8,32.0,3,112.79,119.05257707990691,6.2625770799069045,2.035
Dubai,Marina,Private room,6,1,1,1,4.87,74,1,13,10.0,12,63.35,56.48123335983769,-6.868766640162313,2.745
New York,Bronx,Entire home/apt,3,1,1,2,4.36,108,1,2,8.0,7,89.34,96.53592918805043,7.195929188050428,2.27
London,Greenwich,Private room,6,1,1,1,4.95,55,0,7,15.0,2,65.9,46.27047534930605,-19.62952465069396,2.615
New York,Staten Island,Entire home/apt,9,2,1,3,4.67,51,0,14,31.0,1,82.0,112.95385308300511,30.953853083005114,2.615
San Francisco,Marina,Entire home/apt,2,1,1,2,4.67,73,0,9,7.0,11,106.79,99.05655244760509,-7.733447552394921,2.515
London,Hackney,Entire home/apt,3,1,1,1,4.17,56,0,12,14.0,7,100.76,98.39118000257957,-2.368819997420431,2.325
Paris,Montmartre,Entire home/apt,9,2,1,3,4.78,25,0,15,33.0,1,108.66,123.48026932578456,14.820269325784565,2.69
Paris,Latin Quarter,Entire home/apt,2,1,1,2,4.74,126,0,6,17.0,5,127.33,106.6296757649092,-20.700324235090804,2.49
Bengaluru,MG Road,Hotel room,5,1,1,2,4.28,56,0,6,8.0,11,25.57,29.048999999999992,3.478999999999992,2.2600000000000002
San Francisco,Marina,Entire home/apt,4,2,1,3,4.49,104,0,13,6.0,8,137.95,117.46788427571451,-20.482115724285478,2.505
New York,Manhattan,Private room,2,1,1,2,5.0,23,0,9,18.0,9,77.95,72.64260889696195,-5.307391103038057,2.68
Austin,Downtown,Private room,6,1,1,1,4.39,23,0,9,19.0,7,63.8,48.70006553448642,-15.099934465513577,2.375
New York,Brooklyn,Private room,2,1,1,1,4.37,66,0,18,19.0,4,77.45,65.95971136009454,-11.490288639905458,2.545
Sydney,Newtown,Hotel room,6,1,1,2,4.71,18,0,17,13.0,3,48.56,88.96374999999993,40.40374999999993,2.695
Bengaluru,HSR Layout,Entire home/apt,6,2,1,2,3.68,13,1,13,8.0,2,28.66,34.86216666666667,6.202166666666667,2.15
Dubai,Deira,Private room,2,1,1,1,4.28,7,0,11,27.0,4,56.36,61.68989103234728,5.329891032347284,2.3600000000000003
Bengaluru,Whitefield,Entire home/apt,8,2,1,3,4.48,135,0,5,29.0,11,52.22,58.416916666666665,6.196916666666667,2.3400000000000003
Austin,East Austin,Entire home/apt,5,3,1,3,4.43,66,0,8,22.0,10,74.06,92.95683333333332,18.89683333333332,2.375
San Francisco,Nob Hill,Entire home/apt,5,2,2,3,4.35,111,0,10,39.0,7,192.98,153.9078627944498,-39.07213720555018,2.375
New York,Queens,Entire home/apt,2,2,1,2,5.0,98,1,11,25.0,3,114.08,119.47746229726083,5.39746229726083,2.77
San Francisco,SoMa,Entire home/apt,8,1,1,1,5.0,83,0,19,24.0,7,183.47,140.016278910195,-43.453721089804986,2.88
Bengaluru,HSR Layout,Private room,5,1,1,2,4.82,84,0,18,15.0,5,26.36,33.37941666666664,7.019416666666643,2.77
Tokyo,Ginza,Entire home/apt,5,1,1,1,5.0,72,1,11,32.0,2,118.35,124.04687077667496,5.69687077667497,2.77
Austin,Zilker,Entire home/apt,9,1,1,1,4.41,0,1,15,31.0,9,84.14,88.69675000000004,4.5567500000000365,2.5549999999999997
Tokyo,Shinjuku,Entire home/apt,3,3,1,4,4.89,105,0,5,1.0,6,120.12,103.83284501245083,-16.287154987549172,2.545
New York,Staten Island,Entire home/apt,8,1,1,1,4.87,80,1,18,36.0,2,105.25,131.6996235751747,26.449623575174712,2.8449999999999998
Tokyo,Roppongi,Entire home/apt,7,1,1,1,5.0,110,0,21,1.0,12,110.3,119.28160431786355,8.981604317863557,2.92
Sydney,CBD,Entire home/apt,7,1,1,1,4.61,32,1,13,24.0,12,110.83,108.42182514108772,-2.4081748589122753,2.615
Dubai,Jumeirah,Private room,5,2,1,3,4.59,27,0,12,3.0,12,43.46,45.187584813368275,1.7275848133682743,2.535
Sydney,Surry Hills,Entire home/apt,3,1,1,1,4.19,134,0,9,17.0,12,92.18,102.48282869436221,10.302828694362205,2.2750000000000004
London,Greenwich,Private room,7,2,1,2,4.21,64,0,11,37.0,7,81.52,81.4741349064398,-0.04586509356019519,2.325
Dubai,Bur Dubai,Entire home/apt,5,2,1,3,4.84,24,0,13,9.0,5,69.58,78.02391981356203,8.443919813562033,2.6799999999999997
Paris,Bastille,Entire home/apt,7,1,1,2,4.31,40,0,17,2.0,9,86.14,102.37989985051338,16.239899850513382,2.4949999999999997
Austin,Hyde Park,Private room,5,1,1,1,4.48,26,0,13,26.0,11,54.88,55.655033488243824,0.775033488243821,2.5
Tokyo,Ginza,Entire home/apt,3,3,1,4,3.99,16,0,7,38.0,3,121.97,121.91897248482074,-0.051027515179256966,2.1350000000000002
Sydney,Surry Hills,Entire home/apt,9,2,1,2,4.7,79,0,13,11.0,5,99.72,97.99703082075538,-1.7229691792446147,2.6100000000000003
Mumbai,Powai,Entire home/apt,9,3,1,4,4.42,79,0,9,12.0,1,36.51,37.29312500000006,0.7831250000000622,2.39
London,Westminster,Entire home/apt,7,2,1,2,4.12,107,0,16,17.0,9,139.58,126.21249337321773,-13.367506626782287,2.38
Dubai,Downtown,Entire home/apt,4,2,2,2,4.73,61,0,15,24.0,8,121.27,110.59095611443838,-10.679043885561612,2.665
Bengaluru,MG Road,Entire home/apt,2,2,1,2,4.42,90,0,13,34.0,10,64.13,63.350133333333346,-0.7798666666666492,2.4699999999999998
San Francisco,Marina,Private room,1,1,1,1,4.84,66,0,9,35.0,4,93.28,81.04923638118811,-12.230763618811892,2.6
Mumbai,Colaba,Entire home/apt,8,1,1,2,4.84,13,0,10,9.0,12,67.25,49.510944444444455,-17.739055555555545,2.62
Austin,Hyde Park,Entire home/apt,3,1,1,1,4.92,116,1,8,34.0,4,89.19,91.49754166666662,2.307541666666623,2.67
Austin,South Congress,Private room,6,1,1,2,4.61,32,0,10,20.0,5,52.21,52.94184387085222,0.7318438708522166,2.5050000000000003
Tokyo,Ginza,Hotel room,2,1,1,1,4.74,4,0,5,0.0,3,63.45,57.416833333333344,-6.033166666666659,2.47
Bengaluru,MG Road,Entire home/apt,7,2,1,3,4.59,11,0,11,22.0,6,68.98,63.411916666666556,-5.568083333333448,2.515
San Francisco,Marina,Shared room,1,1,1,2,4.62,87,0,2,23.0,12,53.19,69.00390253727754,15.813902537277542,2.35
San Francisco,Mission,Entire home/apt,2,2,1,2,3.9,44,0,11,28.0,12,120.37,127.23998296064092,6.869982960640911,2.17
New York,Queens,Shared room,3,1,1,2,4.39,11,0,7,29.0,8,81.5,65.37461703222273,-16.12538296777727,2.335
Dubai,Marina,Entire home/apt,7,2,1,3,4.25,38,1,9,33.0,11,107.25,112.06112095842137,4.81112095842137,2.355
Sydney,Surry Hills,Hotel room,3,1,1,2,4.74,129,1,15,36.0,3,117.94,102.78668333333329,-15.153316666666711,2.7199999999999998
New York,Bronx,Entire home/apt,8,1,1,2,4.09,148,0,17,19.0,4,103.06,125.72617530273905,22.66617530273905,2.385
Austin,Downtown,Private room,4,1,1,1,4.56,73,0,13,20.0,7,62.57,55.83207558011205,-6.737924419887953,2.54
Dubai,Jumeirah,Private room,7,1,1,2,4.33,119,1,4,10.0,9,81.88,51.853398182057475,-30.02660181794252,2.295
Austin,Zilker,Entire home/apt,6,2,1,3,5.0,83,0,15,23.0,5,86.79,90.33238888888903,3.542388888889022,2.8
Austin,South Congress,Private room,1,1,1,2,4.28,67,0,12,30.0,10,67.93,67.62578884703258,-0.30421115296742585,2.38
London,Greenwich,Entire home/apt,7,3,1,3,4.79,2,1,7,30.0,3,94.94,116.51738085810265,21.577380858102657,2.585
Sydney,Newtown,Entire home/apt,9,3,1,4,4.99,64,0,3,1.0,8,84.8,95.33601796965428,10.536017969654282,2.555
Bengaluru,Whitefield,Entire home/apt,3,3,1,4,4.52,178,0,14,14.0,5,53.44,37.70699999999998,-15.733000000000018,2.54
New York,Manhattan,Entire home/apt,4,1,1,2,4.04,77,0,12,19.0,12,152.38,128.9408465853884,-23.43915341461158,2.26
