city,neighbourhood,property_type,accommodates,bedrooms,bathrooms,beds,review_score,reviews_count,superhost,amenity_count,cleaning_fee,month,price
Tokyo,Shinjuku,Entire home/apt,7,2,1,2,4.98,48,0,11,26.0,1,110.02
Paris,Le Marais,Private room,7,1,1,1,4.3,132,0,12,4.0,10,64.75
Sydney,Manly,Private room,5,2,1,3,4.15,135,0,6,15.0,12,76.52
Paris,Le Marais,Entire home/apt,3,1,1,2,4.33,53,0,8,1.0,7,97.68
Paris,Le Marais,Entire home/apt,2,3,1,3,4.43,66,1,10,33.0,11,136.84
New York,Staten Island,Entire home/apt,6,2,1,3,4.67,54,1,8,1.0,5,75.76
Austin,South Congress,Entire home/apt,6,1,1,2,5.0,69,0,14,15.0,7,93.83
Tokyo,Asakusa,Entire home/apt,3,1,1,2,4.7,52,0,9,27.0,5,111.32
Sydney,Manly,Private room,6,1,1,1,4.43,67,0,10,9.0,12,61.74
London,Westminster,Entire home/apt,4,2,1,3,4.98,132,0,15,17.0,10,149.59
Mumbai,Andheri,Entire home/apt,5,2,1,3,4.4,126,0,13,11.0,8,40.49
Tokyo,Roppongi,Entire home/apt,9,1,1,1,4.48,78,0,12,26.0,6,130.35
Bengaluru,MG Road,Hotel room,7,2,1,3,4.88,81,0,15,15.0,7,45.38
Bengaluru,MG Road,Entire home/apt,4,1,1,2,4.62,82,0,4,2.0,9,27.5
Tokyo,Ginza,Entire home/apt,9,1,1,2,4.55,12,1,9,9.0,7,127.3
Bengaluru,Koramangala,Entire home/apt,6,1,1,1,4.67,32,0,12,6.0,1,55.17
Austin,East Austin,Private room,3,1,1,2,4.54,61,0,15,4.0,2,18.44
Dubai,Jumeirah,Private room,3,1,1,1,4.12,52,1,5,2.0,7,38.39
Sydney,Manly,Entire home/apt,5,2,1,2,4.54,6,0,9,32.0,8,101.23
London,Westminster,Entire home/apt,8,1,1,1,4.52,37,0,17,8.0,1,106.46
Dubai,Bur Dubai,Shared room,6,1,1,2,5.0,35,0,10,9.0,5,21.47
Paris,Bastille,Private room,1,2,1,2,4.68,83,1,6,25.0,12,99.01
Paris,Latin Quarter,Entire home/apt,2,1,1,2,4.74,126,0,6,17.0,5,127.33
Tokyo,Ginza,Entire home/apt,3,1,1,2,4.6,60,0,11,0.0,12,92.61
Mumbai,Dadar,Entire home/apt,3,1,1,1,4.75,101,0,13,5.0,2,33.45
Bengaluru,Indiranagar,Private room,7,1,1,1,4.62,98,0,6,23.0,6,53.52
New York,Queens,Entire home/apt,2,1,1,2,4.71,0,1,14,34.0,2,66.37
Sydney,Bondi,Entire home/apt,2,2,1,3,4.69,66,0,2,11.0,4,66.58
Sydney,CBD,Entire home/apt,6,2,1,2,4.28,65,1,14,6.0,9,105.99
Sydney,Newtown,Entire home/apt,5,2,1,3,4.21,5,0,4,10.0,12,73.74
Bengaluru,MG Road,Entire home/apt,7,2,1,3,4.25,55,0,7,14.0,3,56.11
San Francisco,Marina,Entire home/apt,6,1,1,2,4.95,55,0,14,2.0,4,113.72
Bengaluru,Indiranagar,Private room,1,1,1,1,5.0,61,0,14,0.0,1,18.92
Dubai,Deira,Private room,6,1,1,1,4.75,1,1,15,24.0,4,68.49
Tokyo,Shinjuku,Private room,5,2,1,3,4.84,65,1,13,39.0,7,118.59
Dubai,Jumeirah,Entire home/apt,8,2,1,3,4.75,130,0,4,8.0,7,99.22
Sydney,CBD,Entire home/apt,9,1,1,2,5.0,64,0,7,26.0,8,140.73
Paris,Bastille,Entire home/apt,5,3,1,4,4.78,56,0,5,13.0,2,102.77
Dubai,Marina,Private room,1,2,1,3,4.79,81,0,14,35.0,4,81.43
Paris,Bastille,Entire home/apt,5,2,1,3,4.7,34,1,19,7.0,9,105.95
Mumbai,Andheri,Entire home/apt,4,2,1,2,4.85,79,0,7,14.0,1,48.65
Sydney,Surry Hills,Private room,6,2,1,3,4.27,71,0,7,13.0,7,66.35
San Francisco,SoMa,Private room,3,2,1,2,4.07,90,0,6,12.0,7,74.25
Sydney,Bondi,Shared room,1,2,1,3,4.94,69,0,20,23.0,1,50.88
New York,Manhattan,Private room,1,1,1,2,4.57,99,0,16,15.0,7,92.9
Mumbai,Powai,Private room,4,1,1,2,4.1,34,1,10,5.0,11,12.0
Dubai,Deira,Shared room,2,1,1,2,4.61,99,0,12,1.0,1,12.0
Sydney,Newtown,Private room,7,1,1,2,4.86,94,0,14,11.0,1,66.86
San Francisco,Mission,Entire home/apt,7,1,1,2,4.8,114,1,18,5.0,2,129.64
Sydney,CBD,Entire home/apt,2,2,1,3,4.69,70,0,16,7.0,5,82.9
Tokyo,Shibuya,Private room,7,1,1,1,4.58,10,0,12,4.0,4,53.81
Dubai,Downtown,Entire home/apt,2,1,1,2,4.93,121,0,16,17.0,2,78.01
San Francisco,Marina,Entire home/apt,6,2,1,2,5.0,78,0,9,21.0,8,154.51
Tokyo,Shibuya,Entire home/apt,8,3,1,4,5.0,30,0,13,1.0,6,131.91
New York,Brooklyn,Entire home/apt,7,1,1,2,4.4,83,0,10,34.0,10,120.59
Sydney,Newtown,Private room,2,1,1,2,4.64,118,0,2,4.0,6,55.44
Paris,1st Arr.,Entire home/apt,8,2,1,3,4.99,54,0,11,24.0,1,116.72
Tokyo,Shinjuku,Entire home/apt,3,3,1,4,4.68,59,0,13,18.0,11,119.62
San Francisco,Nob Hill,Entire home/apt,3,1,1,2,4.85,56,0,9,19.0,2,110.02
Paris,Montmartre,Entire home/apt,9,2,1,2,4.89,97,0,4,11.0,4,122.13
New York,Queens,Entire home/apt,6,1,1,2,4.38,48,1,10,29.0,1,100.57
London,Greenwich,Private room,1,3,2,3,4.74,52,0,9,9.0,10,53.43
Mumbai,Bandra,Entire home/apt,4,2,1,2,4.95,38,0,7,10.0,3,57.01
Sydney,Bondi,Entire home/apt,5,3,2,4,4.81,75,0,13,3.0,8,136.83
Bengaluru,MG Road,Entire home/apt,3,2,1,3,4.48,88,1,9,29.0,4,55.5
Dubai,Downtown,Entire home/apt,9,1,1,1,5.0,94,0,8,14.0,8,123.93
Bengaluru,Whitefield,Entire home/apt,3,1,1,1,4.19,7,0,17,13.0,10,15.93
Bengaluru,Indiranagar,Entire home/apt,9,2,1,2,4.68,60,0,21,6.0,6,50.26
Austin,Hyde Park,Private room,2,1,1,2,4.63,81,0,10,5.0,10,41.65
Austin,East Austin,Private room,2,1,1,1,4.7,23,0,9,9.0,8,37.64
Austin,South Congress,Private room,6,1,1,2,4.75,1,1,18,3.0,7,20.69
Austin,East Austin,Entire home/apt,2,2,1,2,4.39,82,0,15,25.0,11,75.07
Dubai,Jumeirah,Entire home/apt,8,2,1,2,4.75,54,0,18,3.0,8,99.88
Paris,1st Arr.,Entire home/apt,2,2,1,2,5.0,71,0,8,32.0,4,166.43
Tokyo,Shibuya,Entire home/apt,8,2,1,3,4.37,72,0,15,27.0,11,145.02
London,Hackney,Entire home/apt,2,2,1,2,4.7,54,0,11,6.0,3,65.17
San Francisco,SoMa,Entire home/apt,2,4,1,4,4.61,14,0,2,23.0,1,113.7
San Francisco,Sunset,Entire home/apt,5,2,1,3,5.0,1,1,16,4.0,2,101.13
Dubai,Jumeirah,Private room,6,2,1,3,4.73,35,0,17,28.0,3,85.81
Dubai,Deira,Entire home/apt,9,2,1,2,4.07,94,1,5,39.0,9,102.15
Tokyo,Shinjuku,Hotel room,4,1,1,1,4.7,18,1,9,1.0,9,84.59
Austin,Zilker,Entire home/apt,2,2,1,3,4.94,29,0,12,34.0,11,100.57
Mumbai,Dadar,Entire home/apt,7,2,1,3,4.89,50,0,14,11.0,9,36.28
San Francisco,Nob Hill,Private room,5,1,1,1,4.47,14,0,17,37.0,10,109.43
Dubai,Jumeirah,Entire home/apt,5,3,1,4,4.52,14,0,17,25.0,2,108.2
Dubai,Deira,Entire home/apt,7,2,2,2,4.73,69,0,7,21.0,11,59.83
Bengaluru,Koramangala,Shared room,4,2,1,3,4.32,116,0,11,29.0,10,35.38
Bengaluru,Indiranagar,Entire home/apt,8,3,1,3,4.77,42,0,12,36.0,1,77.08
Mumbai,Bandra,Private room,2,1,2,1,4.17,62,1,13,35.0,4,58.08
Tokyo,Shinjuku,Entire home/apt,8,2,1,3,4.17,57,0,19,24.0,5,139.35
New York,Bronx,Private room,2,2,1,3,4.92,67,0,3,33.0,4,79.9
Tokyo,Ginza,Private room,7,1,1,1,4.55,79,0,5,27.0,2,63.62
San Francisco,Marina,Entire home/apt,8,2,1,3,4.65,18,0,18,30.0,8,153.24
London,Westminster,Entire home/apt,9,3,1,3,4.64,159,0,8,11.0,12,163.45
Austin,Zilker,Private room,7,1,1,1,4.49,19,0,15,0.0,11,36.81
Bengaluru,Indiranagar,Entire home/apt,9,1,1,2,4.73,61,0,18,26.0,6,28.4
Paris,Le Marais,Entire home/apt,8,3,1,3,4.73,45,0,4,10.0,9,119.14
Sydney,Newtown,Hotel room,5,2,1,3,4.42,124,0,18,22.0,11,105.44
New York,Queens,Entire home/apt,5,1,1,2,4.97,68,0,6,24.0,2,90.44
Dubai,Jumeirah,Hotel room,5,1,1,2,4.7,34,0,10,37.0,7,104.28
Dubai,Bur Dubai,Entire home/apt,5,2,1,2,4.83,12,0,12,27.0,11,85.94
Mumbai,Dadar,Entire home/apt,3,2,1,3,5.0,128,0,21,21.0,10,62.77
Sydney,Newtown,Entire home/apt,3,3,1,4,4.17,101,1,16,5.0,2,86.82
San Francisco,Nob Hill,Private room,2,1,1,1,4.04,68,0,14,31.0,5,72.65
Austin,South Congress,Private room,1,1,1,1,5.0,105,0,14,38.0,3,73.61
Bengaluru,MG Road,Entire home/apt,7,2,1,3,4.4,27,1,9,0.0,6,29.89
Bengaluru,HSR Layout,Entire home/apt,4,2,1,2,4.24,62,0,17,20.0,12,28.73
Austin,South Congress,Private room,6,1,1,2,4.56,40,0,6,21.0,11,49.95
London,Hackney,Entire home/apt,7,1,1,1,4.43,64,0,16,22.0,4,105.48
New York,Staten Island,Entire home/apt,2,2,1,3,4.66,119,0,15,19.0,9,100.68
Tokyo,Shinjuku,Hotel room,5,1,1,2,4.9,66,0,12,15.0,3,108.11
Bengaluru,MG Road,Private room,5,1,1,2,4.51,19,0,9,4.0,3,22.17
Dubai,Downtown,Entire home/apt,6,1,1,1,4.65,25,0,12,15.0,1,81.54
Tokyo,Asakusa,Entire home/apt,7,1,2,2,4.38,78,1,19,38.0,11,113.39
London,Westminster,Private room,1,1,1,1,4.53,23,1,11,25.0,4,68.47
Austin,East Austin,Entire home/apt,2,3,2,3,4.21,47,0,15,11.0,2,63.25
San Francisco,Mission,Entire home/apt,3,2,1,2,4.27,40,0,5,20.0,7,111.41
Paris,Le Marais,Entire home/apt,4,2,1,3,4.89,61,0,13,13.0,6,125.79
New York,Brooklyn,Entire home/apt,3,3,1,3,5.0,62,1,14,34.0,5,138.63
Dubai,Marina,Entire home/apt,6,1,1,2,4.73,57,0,5,17.0,11,64.19
Dubai,Downtown,Entire home/apt,2,1,1,1,3.9,88,1,10,30.0,6,117.33
Mumbai,Colaba,Entire home/apt,3,3,1,4,4.79,7,0,11,35.0,3,66.63
New York,Manhattan,Private room,7,2,1,3,4.27,67,0,11,19.0,4,69.5
San Francisco,Nob Hill,Entire home/apt,2,1,1,1,4.64,28,0,19,8.0,3,116.69
London,Hackney,Private room,3,2,1,2,4.68,52,0,4,30.0,10,60.37
Dubai,Jumeirah,Private room,7,2,1,3,4.85,34,0,6,13.0,5,43.01
Sydney,Manly,Entire home/apt,5,2,1,2,4.57,57,1,21,16.0,5,122.65
Austin,Hyde Park,Private room,6,1,1,2,4.4,40,0,2,4.0,4,42.58
Dubai,Jumeirah,Private room,3,1,1,2,4.47,13,0,13,35.0,5,67.47
Dubai,Bur Dubai,Entire home/apt,7,3,1,3,4.22,6,0,20,10.0,9,73.16
New York,Queens,Entire home/apt,6,1,1,2,4.76,46,0,11,11.0,1,77.21
Mumbai,Powai,Entire home/apt,8,2,1,2,4.96,132,0,17,22.0,10,64.94
New York,Staten Island,Entire home/apt,4,1,1,1,4.11,4,0,8,5.0,11,61.39
New York,Bronx,Entire home/apt,9,1,1,2,5.0,57,0,21,39.0,11,116.87
New York,Queens,Entire home/apt,8,2,1,2,4.44,130,0,14,25.0,4,130.75
Bengaluru,Whitefield,Private room,2,1,1,1,4.65,103,1,12,26.0,8,16.12
San Francisco,Sunset,Private room,1,1,1,1,4.94,26,0,14,13.0,12,63.69
Paris,1st Arr.,Entire home/apt,3,1,1,1,3.75,65,0,8,32.0,3,112.79
Austin,South Congress,Entire home/apt,8,1,1,1,4.49,33,0,13,12.0,1,63.47
Dubai,Bur Dubai,Private room,2,1,1,2,4.86,74,0,4,33.0,7,65.4
Bengaluru,HSR Layout,Private room,4,1,1,2,4.59,133,1,13,14.0,7,39.77
Mumbai,Bandra,Private room,1,1,1,2,4.75,49,0,6,15.0,4,43.49
London,Westminster,Entire home/apt,5,1,1,1,4.73,23,0,18,11.0,7,160.07
Dubai,Jumeirah,Private room,4,1,1,2,4.31,37,0,11,19.0,4,55.02
Bengaluru,Koramangala,Private room,1,1,1,2,5.0,46,0,14,6.0,5,28.44
Bengaluru,Koramangala,Entire home/apt,5,2,1,3,4.97,11,0,14,2.0,5,30.99
San Francisco,Mission,Entire home/apt,8,1,2,2,4.38,40,0,11,12.0,6,125.94
San Francisco,Mission,Entire home/apt,2,1,1,2,4.39,102,0,20,1.0,10,110.0
San Francisco,Sunset,Entire home/apt,5,1,1,2,4.48,105,1,11,27.0,2,107.66
Paris,Bastille,Entire home/apt,3,2,1,3,3.99,116,1,12,8.0,7,105.62
Paris,Bastille,Private room,5,1,1,2,4.44,45,0,4,26.0,4,88.56
Mumbai,Dadar,Entire home/apt,7,1,1,1,4.63,80,1,13,32.0,8,73.41
Austin,South Congress,Entire home/apt,3,2,1,3,5.0,81,0,10,30.0,5,91.58
Paris,Latin Quarter,Entire home/apt,8,2,1,2,4.62,8,1,15,19.0,2,100.65
San Francisco,Nob Hill,Entire home/apt,4,1,1,1,4.2,76,0,7,19.0,8,158.98
London,Greenwich,Entire home/apt,5,2,1,2,5.0,50,1,7,24.0,12,117.93
San Francisco,SoMa,Hotel room,2,1,1,2,4.68,81,1,15,7.0,3,87.96
London,Greenwich,Entire home/apt,7,2,2,3,4.81,45,0,14,37.0,6,136.16
New York,Staten Island,Entire home/apt,9,2,1,3,4.39,37,1,12,38.0,5,98.2
Austin,Zilker,Private room,7,1,1,1,4.62,31,0,12,3.0,3,48.43
New York,Bronx,Entire home/apt,3,1,1,2,4.56,85,1,18,8.0,5,90.45
Paris,Latin Quarter,Entire home/apt,5,2,1,2,3.62,98,0,4,9.0,6,100.57
Paris,1st Arr.,Entire home/apt,2,3,1,4,5.0,46,0,10,15.0,3,110.3
Paris,Bastille,Entire home/apt,8,3,1,3,4.38,86,0,12,24.0,9,135.8
Austin,Hyde Park,Entire home/apt,5,3,1,4,4.96,162,0,15,17.0,10,86.0
Tokyo,Ginza,Private room,4,1,1,2,4.44,4,0,15,13.0,6,55.93
Paris,Montmartre,Entire home/apt,3,2,1,3,4.09,101,0,3,9.0,7,91.77
Mumbai,Dadar,Entire home/apt,9,2,1,3,4.12,40,0,12,6.0,10,24.57
Mumbai,Powai,Private room,3,2,1,2,4.54,21,0,11,35.0,5,55.93
Tokyo,Asakusa,Private room,5,1,1,1,4.14,87,0,14,33.0,5,84.2
Bengaluru,HSR Layout,Private room,2,1,1,2,5.0,61,0,20,3.0,5,19.35
New York,Brooklyn,Entire home/apt,5,3,1,4,4.49,23,0,12,36.0,8,150.79
New York,Queens,Entire home/apt,4,3,1,3,4.41,88,0,13,2.0,5,86.83
London,Kensington,Entire home/apt,2,2,2,2,4.61,18,1,14,6.0,7,121.24
Austin,Hyde Park,Entire home/apt,7,1,1,2,4.24,54,0,9,37.0,1,71.81
Paris,Bastille,Entire home/apt,4,2,1,2,4.45,53,1,15,27.0,10,130.94
New York,Staten Island,Entire home/apt,2,2,1,2,4.19,9,0,10,23.0,4,97.72
San Francisco,Mission,Private room,5,2,1,3,4.62,116,0,5,0.0,4,57.19
Sydney,Surry Hills,Entire home/apt,4,2,1,2,5.0,27,0,9,15.0,7,111.19
Bengaluru,HSR Layout,Entire home/apt,5,2,1,2,4.58,48,0,17,3.0,3,30.8
Dubai,Downtown,Entire home/apt,7,3,1,4,4.89,31,0,22,38.0,7,155.89
San Francisco,Sunset,Entire home/apt,7,2,1,3,4.25,117,0,5,33.0,3,123.43
Tokyo,Asakusa,Entire home/apt,3,2,1,3,4.6,38,1,12,23.0,5,91.88
Dubai,Downtown,Entire home/apt,4,1,1,2,4.13,36,0,9,39.0,11,105.16
Sydney,Surry Hills,Private room,2,1,1,2,4.66,34,0,20,25.0,6,69.84
Tokyo,Asakusa,Entire home/apt,7,3,1,4,4.71,54,1,2,38.0,12,141.49
New York,Brooklyn,Entire home/apt,9,3,1,4,4.96,53,0,11,37.0,2,116.91
Sydney,Manly,Entire home/apt,3,2,1,3,4.16,38,0,16,24.0,12,130.17
San Francisco,SoMa,Entire home/apt,7,2,1,3,5.0,11,0,20,23.0,12,160.9
Sydney,Manly,Entire home/apt,3,1,1,2,4.96,8,0,11,0.0,12,94.66
New York,Brooklyn,Private room,1,1,1,1,4.05,16,1,12,1.0,11,38.59
Bengaluru,HSR Layout,Entire home/apt,6,3,1,3,4.55,55,0,11,36.0,7,55.61
Dubai,Marina,Private room,6,1,1,2,4.81,125,0,14,3.0,3,63.28
Austin,Hyde Park,Entire home/apt,8,2,1,3,4.66,40,0,12,13.0,6,74.74
Bengaluru,Whitefield,Entire home/apt,3,2,1,2,4.64,126,0,18,22.0,7,60.55
Bengaluru,HSR Layout,Private room,1,1,1,1,3.83,3,0,17,21.0,6,34.12
Bengaluru,Whitefield,Entire home/apt,2,1,1,1,4.64,93,0,5,39.0,2,69.6
Bengaluru,Whitefield,Entire home/apt,6,2,1,3,4.73,16,0,20,18.0,9,58.22
Sydney,CBD,Entire home/apt,7,2,1,3,5.0,54,0,9,30.0,3,108.83
London,Greenwich,Entire home/apt,5,2,1,2,5.0,97,0,12,12.0,7,136.8
San Francisco,Marina,Private room,4,1,1,1,4.81,14,0,19,18.0,5,74.9
Tokyo,Ginza,Private room,6,3,1,3,4.21,0,0,12,25.0,10,93.0
Sydney,Manly,Entire home/apt,3,3,1,4,4.63,68,0,8,2.0,4,69.75
Sydney,Manly,Entire home/apt,2,2,2,3,5.0,26,1,10,11.0,12,115.66
San Francisco,Sunset,Private room,1,1,1,2,4.86,70,0,2,21.0,12,61.64
Sydney,CBD,Entire home/apt,5,2,1,2,4.34,1,0,18,21.0,5,110.92
Sydney,Surry Hills,Entire home/apt,9,1,1,2,4.17,73,0,5,17.0,12,88.46
San Francisco,Marina,Entire home/apt,5,3,1,4,4.65,61,0,13,38.0,1,148.32
San Francisco,Sunset,Entire home/apt,2,2,1,2,4.69,148,0,14,35.0,3,114.09
Mumbai,Colaba,Private room,4,1,1,2,4.17,77,0,14,27.0,10,50.12
San Francisco,Nob Hill,Shared room,4,1,1,2,4.77,92,0,11,29.0,4,53.24
Mumbai,Bandra,Entire home/apt,8,3,1,3,4.61,92,0,10,32.0,4,69.43
Bengaluru,MG Road,Entire home/apt,7,2,1,3,4.26,89,0,10,18.0,4,63.62
New York,Staten Island,Entire home/apt,8,1,1,2,4.55,44,0,21,9.0,9,84.98
Mumbai,Powai,Entire home/apt,5,1,1,1,4.79,40,0,11,2.0,2,49.46
Paris,1st Arr.,Entire home/apt,8,2,1,3,4.78,56,0,15,3.0,1,105.88
Mumbai,Colaba,Private room,2,2,1,3,4.55,88,0,11,6.0,9,28.81
Sydney,Manly,Entire home/apt,5,2,1,2,4.26,7,0,12,18.0,4,106.14
Austin,East Austin,Private room,3,2,1,3,4.75,41,0,13,34.0,8,67.41
Paris,Latin Quarter,Entire home/apt,8,3,1,4,5.0,84,1,15,38.0,6,181.39
Dubai,Jumeirah,Private room,7,1,1,1,4.18,83,0,14,29.0,10,64.38
London,Kensington,Entire home/apt,3,2,1,3,4.78,137,0,12,12.0,9,122.2
Tokyo,Asakusa,Private room,7,2,1,2,5.0,58,0,11,0.0,12,49.39
New York,Manhattan,Private room,7,2,1,3,3.96,14,1,15,34.0,3,100.99
London,Kensington,Entire home/apt,5,2,1,2,4.04,1,0,4,25.0,2,104.54
San Francisco,SoMa,Entire home/apt,2,2,1,3,4.78,53,0,13,31.0,5,152.69
London,Kensington,Entire home/apt,8,2,1,2,3.76,50,0,8,24.0,5,118.63
New York,Manhattan,Private room,6,2,1,3,4.21,46,0,15,2.0,2,44.86
Dubai,Bur Dubai,Private room,5,2,1,3,4.23,17,0,18,10.0,2,35.56
San Francisco,Sunset,Entire home/apt,2,1,1,1,4.4,50,0,2,17.0,6,91.15
Paris,Bastille,Private room,5,1,1,2,4.05,54,0,7,21.0,11,49.85
Tokyo,Ginza,Entire home/apt,7,1,1,1,5.0,119,0,8,9.0,2,92.21
Dubai,Deira,Entire home/apt,4,1,2,1,4.67,46,0,15,35.0,10,101.83
Bengaluru,Indiranagar,Entire home/apt,6,1,1,1,4.6,82,0,13,6.0,11,43.17
Bengaluru,Whitefield,Shared room,3,1,2,2,3.89,83,0,8,31.0,2,51.21
Tokyo,Asakusa,Entire home/apt,7,2,1,3,4.97,136,0,12,22.0,3,113.4
Sydney,Bondi,Entire home/apt,5,2,1,2,4.52,50,0,9,6.0,3,106.22
Bengaluru,MG Road,Entire home/apt,4,1,1,1,5.0,1,1,8,14.0,3,34.21
San Francisco,Nob Hill,Entire home/apt,4,2,1,2,4.17,29,0,16,15.0,12,145.77
San Francisco,Nob Hill,Private room,1,1,1,2,4.61,13,0,17,7.0,7,61.96
London,Kensington,Entire home/apt,2,1,1,2,3.82,90,0,2,2.0,11,68.45
London,Kensington,Private room,2,1,1,1,4.91,21,0,9,39.0,12,96.85
London,Hackney,Shared room,4,1,1,2,4.59,15,0,17,12.0,12,33.92
Tokyo,Shinjuku,Private room,1,1,1,1,4.56,80,0,8,30.0,11,74.4
Dubai,Downtown,Entire home/apt,2,2,1,3,5.0,60,1,5,16.0,3,106.82
Bengaluru,Whitefield,Entire home/apt,6,1,1,1,5.0,47,0,18,6.0,1,41.49
San Francisco,Mission,Private room,3,1,1,2,4.66,23,0,11,39.0,12,86.28
Bengaluru,HSR Layout,Entire home/apt,8,3,1,3,4.3,109,0,16,17.0,9,36.61
Sydney,Surry Hills,Entire home/apt,9,2,1,2,4.27,99,0,9,39.0,5,146.65
Tokyo,Shibuya,Entire home/apt,2,1,1,1,4.65,61,0,7,23.0,8,120.89
New York,Queens,Entire home/apt,3,2,1,2,4.71,63,1,8,17.0,8,105.91
Austin,Downtown,Entire home/apt,8,1,1,2,4.28,66,0,10,2.0,7,62.97
Bengaluru,HSR Layout,Entire home/apt,9,1,1,2,4.64,44,0,15,34.0,9,58.88
Austin,Downtown,Private room,6,1,1,2,4.09,21,0,14,34.0,1,62.74
Austin,Zilker,Entire home/apt,4,2,2,3,4.73,61,0,6,36.0,9,96.68
New York,Queens,Private room,7,2,1,2,4.81,18,1,9,36.0,11,75.26
New York,Manhattan,Entire home/apt,6,1,1,1,4.72,63,0,16,22.0,9,148.76
New York,Bronx,Entire home/apt,6,2,1,2,4.6,120,0,16,19.0,4,86.1
Tokyo,Shibuya,Private room,2,1,1,1,4.55,73,0,18,20.0,11,72.86
Dubai,Downtown,Entire home/apt,7,2,1,3,4.96,61,0,17,38.0,10,138.9
Dubai,Deira,Shared room,2,1,1,1,4.97,72,0,8,21.0,11,36.44
Bengaluru,Koramangala,Entire home/apt,8,3,1,3,4.58,31,0,9,9.0,4,56.88
Bengaluru,Koramangala,Entire home/apt,3,3,1,4,4.87,3,0,6,17.0,12,49.76
Sydney,Bondi,Private room,1,1,1,1,4.74,16,0,21,17.0,7,58.71
Tokyo,Shibuya,Hotel room,6,1,1,2,4.17,7,0,8,28.0,6,98.11
Paris,1st Arr.,Entire home/apt,6,1,1,2,4.34,3,0,15,17.0,5,109.76
New York,Bronx,Entire home/apt,9,1,1,2,4.84,54,0,13,34.0,4,102.75
New York,Queens,Private room,6,1,1,2,4.22,40,0,24,28.0,5,82.05
San Francisco,Marina,Entire home/apt,3,1,1,2,4.4,82,0,13,7.0,10,70.57
San Francisco,Sunset,Entire home/apt,4,2,1,3,4.72,88,0,18,6.0,1,91.75
Tokyo,Asakusa,Hotel room,2,1,1,2,4.89,3,0,16,15.0,3,78.16
Austin,Hyde Park,Entire home/apt,6,2,1,2,4.29,65,1,12,27.0,9,84.68
London,Kensington,Entire home/apt,2,2,1,2,4.44,8,0,4,31.0,5,111.39
Dubai,Bur Dubai,Private room,3,1,1,2,4.49,100,1,24,3.0,2,37.96
London,Greenwich,Entire home/apt,8,1,1,1,4.73,92,0,19,12.0,7,128.19
Tokyo,Shibuya,Entire home/apt,8,3,1,4,4.84,84,0,8,31.0,8,157.74
Bengaluru,MG Road,Entire home/apt,7,2,1,2,4.87,120,0,16,19.0,9,48.06
Paris,Latin Quarter,Private room,1,1,1,2,5.0,132,0,9,3.0,7,71.52
Paris,1st Arr.,Entire home/apt,2,1,1,1,4.65,44,0,7,20.0,2,99.14
Dubai,Deira,Private room,7,1,1,2,5.0,118,0,18,29.0,12,59.65
New York,Bronx,Private room,5,1,1,2,4.49,145,0,10,26.0,8,68.9
Bengaluru,Indiranagar,Private room,2,2,1,2,5.0,57,1,12,3.0,8,20.91
New York,Manhattan,Private room,5,1,1,1,4.1,36,1,2,21.0,10,76.06
San Francisco,Mission,Private room,7,2,1,2,4.84,23,0,13,18.0,3,59.33
San Francisco,Sunset,Private room,3,2,1,2,4.86,20,0,5,16.0,8,55.21
London,Camden,Entire home/apt,5,1,1,2,4.67,58,1,16,27.0,4,122.49
Tokyo,Shinjuku,Entire home/apt,8,3,1,4,4.04,73,0,12,28.0,3,106.79
London,Camden,Entire home/apt,8,2,1,3,4.62,4,0,7,19.0,3,97.66
Bengaluru,Indiranagar,Entire home/apt,6,1,1,2,4.69,109,0,2,2.0,7,19.5
New York,Manhattan,Entire home/apt,5,1,1,1,4.21,132,1,20,27.0,4,164.96
Dubai,Deira,Entire home/apt,5,2,1,2,4.75,84,0,3,17.0,8,82.32
Tokyo,Shibuya,Private room,3,1,1,1,4.4,49,0,13,38.0,6,99.49
London,Kensington,Entire home/apt,9,2,1,2,4.64,55,0,13,32.0,2,112.99
Tokyo,Asakusa,Entire home/apt,3,2,1,3,4.75,18,0,18,38.0,7,139.27
New York,Manhattan,Entire home/apt,8,1,1,2,4.08,73,0,18,16.0,6,143.63
Austin,South Congress,Entire home/apt,8,1,1,1,4.19,119,0,19,7.0,4,75.17
New York,Manhattan,Entire home/apt,5,2,1,3,4.07,40,0,10,23.0,12,156.94
Mumbai,Andheri,Private room,4,1,1,1,4.76,36,0,16,29.0,3,47.03
London,Hackney,Private room,7,1,1,1,4.22,53,0,8,38.0,7,80.19
Tokyo,Asakusa,Entire home/apt,4,2,1,3,4.07,98,0,20,22.0,9,104.41
San Francisco,Mission,Entire home/apt,8,2,1,2,4.83,26,0,2,37.0,12,113.22
San Francisco,SoMa,Private room,4,1,1,2,4.76,7,0,20,26.0,2,84.13
London,Greenwich,Private room,3,1,1,2,4.59,87,0,8,4.0,7,57.67
London,Greenwich,Private room,6,1,1,1,4.95,55,0,7,15.0,2,65.9
Bengaluru,Whitefield,Private room,4,1,2,1,4.64,136,0,11,14.0,5,40.17
London,Kensington,Private room,5,1,1,1,4.55,38,0,9,28.0,8,86.42
Paris,Bastille,Entire home/apt,7,2,1,2,4.86,84,1,14,23.0,6,157.57
Tokyo,Shinjuku,Entire home/apt,3,1,1,2,4.66,182,0,13,26.0,5,120.44
